id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1473134250383880202	1473102442124488714	2021-12-20 22:32:29 EST	2021-12-20	22:32:29	-0500	1325930193375129605	stopahazard	STOP A. HAZARD		"@eddiek005 @mtgreenee It still applies.   ""As of December 20, 2021, Omicron has been detected in most states and territories and is rapidly increasing the proportion of COVID-19 cases it is causing"". - CDC   https://t.co/Occ5LC6Haf"	en	[]	['https://www.cdc.gov/coronavirus/2019-ncov/variants/omicron-variant.html']	[]	0	0	0	[]	[]	https://twitter.com/stopahazard/status/1473134250383880202	False		0								[{'screen_name': 'eddiek005', 'name': 'Edward Kim', 'id': '1049917602099855365'}, {'screen_name': 'mtgreenee', 'name': 'Marjorie Taylor Greene 🇺🇸', 'id': '826065164504006657'}]				
1473134197900558336	1473134197900558336	2021-12-20 22:32:16 EST	2021-12-20	22:32:16	-0500	2427544253	39a5c8c961d34f6	Timelord		Jim Cramer says buy FAANG and Microsoft as Covid omicron fears hit stocks @CNBC.  Totally unbiased eh?  How is he still in the air?  https://t.co/pvEZyIJo1M	en	[{'screen_name': 'cnbc', 'name': 'cnbc', 'id': '20402945'}]	['https://www.cnbc.com/2021/12/20/jim-cramer-buy-faang-plus-microsoft-as-covid-omicron-fears-hit-stocks.html?__source=iosappshare%7Ccom.apple.UIKit.activity.PostToTwitter']	[]	0	0	0	[]	[]	https://twitter.com/39a5c8c961d34f6/status/1473134197900558336	False		0								[]				
1473134195224428546	1473134195224428546	2021-12-20 22:32:16 EST	2021-12-20	22:32:16	-0500	112828667	msnarg	MSN Argentina		Covid: tres de cada cuatro contagios en Estados Unidos son de la variante Ómicron  https://t.co/nhd1soausR	es	[]	['http://www.msn.com/es-ar/noticias/argentina/covid-tres-de-cada-cuatro-contagios-en-estados-unidos-son-de-la-variante-%C3%B3micron/ar-AAS0vTF?ocid=ob-tw-esar-1585317449730']	[]	0	0	0	[]	[]	https://twitter.com/msnarg/status/1473134195224428546	False		0								[]				
1473134144771313664	1473134144771313664	2021-12-20 22:32:04 EST	2021-12-20	22:32:04	-0500	347568180	voastevenson	Jim Stevenson		Singapore finds suspected Omicron COVID-19 cluster in gym  https://t.co/JJXKGHBdZO  @Reuters	en	[{'screen_name': 'reuters', 'name': 'reuters', 'id': '1652541'}]	['http://reut.rs/3sk0tSw']	[]	0	0	0	[]	[]	https://twitter.com/VOAStevenson/status/1473134144771313664	False		0								[]				
1473134139129880580	1473134139129880580	2021-12-20 22:32:02 EST	2021-12-20	22:32:02	-0500	3534222021	newsoneplace	NewsOnePlace.com		"(Daily Express):#WHO suggest 'cancelling or delaying' #Christmas events as Omicron cases spread globally : THE WHO has suggested people ""cancel or delay"" their Christmas events as cases of the Omicron COVID-19 variant spread .. #TrendsSpy  https://t.co/jk1fme90US  https://t.co/DcCdUTB5OD"	en	[]	['http://www.newsoneplace.com/585622112/who-christmas-omicron-cancelling-delaying-events-spread']	['https://pbs.twimg.com/media/FHGfsZ0XwAQJF4F.jpg']	0	0	0	['who', 'christmas', 'trendsspy']	[]	https://twitter.com/newsoneplace/status/1473134139129880580	False		1	https://pbs.twimg.com/media/FHGfsZ0XwAQJF4F.jpg							[]				
1473134127343804420	1473134127343804420	2021-12-20 22:32:00 EST	2021-12-20	22:32:00	-0500	1410412441905745920	ozilaprilia	Ozilaprilia 🇲🇨		Vaksinasi Covid-19 proteksi keparahan akibat Omicron  Prokes Cegah Omicron  https://t.co/Q4tWkw3HB9	in	[]	[]	['https://pbs.twimg.com/media/FHGfraMVkAEVi6i.jpg']	0	0	0	[]	[]	https://twitter.com/ozilaprilia/status/1473134127343804420	False		1	https://pbs.twimg.com/media/FHGfraMVkAEVi6i.jpg							[]				
1473134109438402560	1473134109438402560	2021-12-20 22:31:55 EST	2021-12-20	22:31:55	-0500	68832413	colinsteele	Colin Steele		"""Omicron, which accounted for less than 1 percent of new Covid-19 cases in the United States as December began, now accounts for nearly three-quarters of new cases, underlining how stunningly infectious it is.""  https://t.co/zj8VvnDuop"	en	[]	['https://buff.ly/3qbhjjW']	[]	0	0	0	[]	[]	https://twitter.com/colinsteele/status/1473134109438402560	False		0								[]				
1473134103776010241	1473134103776010241	2021-12-20 22:31:54 EST	2021-12-20	22:31:54	-0500	1054733917729697792	desertgramma1	Desertgramma		What PCR test says omicron versus delta or covid  https://t.co/VhyJljOn53	en	[]	['https://www.cnn.com/world/live-news/omicron-variant-coronavirus-news-12-20-21-intl/index.html']	[]	0	0	0	[]	[]	https://twitter.com/Desertgramma1/status/1473134103776010241	False		0								[]				
1473134078761193474	1473134078761193474	2021-12-20 22:31:48 EST	2021-12-20	22:31:48	-0500	161588737	ko6yq	Ian Kluft		"""Omicron sweeps across nation, now 73% of new US COVID cases"" by @AP - US is a week behind Europe in highly-contagious #OmicronVariant becoming the leading #COVID19 variant in new cases  https://t.co/7F8fyErwAc #pandemic"	en	[{'screen_name': 'ap', 'name': 'the associated press', 'id': '51241574'}]	['https://apnews.com/article/omicron-majority-us-cases-833001ef99862bd6ac17935f65c896cf']	[]	0	1	0	['omicronvariant', 'covid19', 'pandemic']	[]	https://twitter.com/KO6YQ/status/1473134078761193474	False		0								[]				
1473134063535857666	1473134063535857666	2021-12-20 22:31:44 EST	2021-12-20	22:31:44	-0500	346251068	acthealth	ACT Health		To limit community transmission of COVID-19 and to keep the community safe from the Omicron variant of COVID-19, the ACT Government has reintroduced the mandatory use of face masks when in an indoor place from 11.59pm Tuesday 21 December 2021.   https://t.co/WEXZrCiM5p  https://t.co/wyC6Wn2n5R	en	[]	['http://covid19.act.gov.au/face-masks']	['https://pbs.twimg.com/media/FHGfmsbUYAAI1Gq.jpg']	0	3	8	[]	[]	https://twitter.com/ACTHealth/status/1473134063535857666	False		1	https://pbs.twimg.com/media/FHGfmsbUYAAI1Gq.jpg							[]				
1473134044959285253	1473134044959285253	2021-12-20 22:31:40 EST	2021-12-20	22:31:40	-0500	1430657951916646400	tracingcovid	TracingCOVID		The frames, sequence &amp; timing are magnificent. 20 #COVID &amp; #Omicron PSAs in one. @VickiGSP 👏👏	en	[{'screen_name': 'vickigsp', 'name': 'vicki martin *still wearing a mask* (ffp2)', 'id': '840298397483618305'}]	[]	[]	0	0	0	['covid', 'omicron']	[]	https://twitter.com/TracingCovid/status/1473134044959285253	False	https://twitter.com/trishgreenhalgh/status/1472840375161307136	0								[]				
1473134034670829573	1473131934767149056	2021-12-20 22:31:38 EST	2021-12-20	22:31:38	-0500	6627622	lizchanmusic	The Queen of Christmas		@theAlainUy Omicron: The Covid Chronicles	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/lizchanmusic/status/1473134034670829573	False		0								[{'screen_name': 'theAlainUy', 'name': 'Alain Uy', 'id': '3052482770'}]				
1473134026592423943	1473134021177602052	2021-12-20 22:31:36 EST	2021-12-20	22:31:36	-0500	1357020448232333316	dinamikarepubl	Dinamika Republik		Jelang Nataru, Satgas Covid-19 Sampaikan 5 Hal Penting untuk Cegah Peningkatan Kasus Prokes Cegah Omicron  https://t.co/Ol5cvFHZ4F	in	[]	['https://nasional.kompas.com/read/2021/12/15/21080921/jelang-nataru-satgas-covid-19-sampaikan-5-hal-penting-untuk-cegah?page=all']	[]	0	0	0	[]	[]	https://twitter.com/DinamikaRepubl/status/1473134026592423943	False		0								[]				
1473134025267200000	1472950811177193476	2021-12-20 22:31:35 EST	2021-12-20	22:31:35	-0500	1083813312	aandyana	Anddvo		@CT24zive Celkem by mne zajímalo jestli ten covid moji kolegyne, co přiletěla z Tanzanie, byl omicron. Stihla nakazit pár lidí okolo, ale vřele doporučuje odletět do tepla.	cs	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/aandyana/status/1473134025267200000	False		0								[{'screen_name': 'CT24zive', 'name': 'ČT24', 'id': '116411298'}]				
1473134024147099648	1473134021177602052	2021-12-20 22:31:35 EST	2021-12-20	22:31:35	-0500	1357020448232333316	dinamikarepubl	Dinamika Republik		Langkah Taktis Indonesia Cegah Lonjakan Kasus Covid-19 Jelang Akhir Tahun Prokes Cegah Omicron  https://t.co/Vgy1aHKBSD	in	[]	['https://www.merdeka.com/trending/langkah-taktis-indonesia-cegah-lonjakan-kasus-covid-19-jelang-akhir-tahun.html']	[]	1	0	0	[]	[]	https://twitter.com/DinamikaRepubl/status/1473134024147099648	False		0								[]				
1473134021177602052	1473134021177602052	2021-12-20 22:31:34 EST	2021-12-20	22:31:34	-0500	1357020448232333316	dinamikarepubl	Dinamika Republik		Cegah Penularan Covid-19 Saat Nataru, Pemda Diminta Optimalkan Peran Satgas Daerah Prokes Cegah Omicron  https://t.co/Uj553lMoWK	in	[]	[]	['https://pbs.twimg.com/media/FHGflB7VEAYV0wP.jpg']	1	0	0	[]	[]	https://twitter.com/DinamikaRepubl/status/1473134021177602052	False		1	https://pbs.twimg.com/media/FHGflB7VEAYV0wP.jpg							[]				
1473134016911929345	1473134016911929345	2021-12-20 22:31:33 EST	2021-12-20	22:31:33	-0500	292117580	colinlillywhite	Colin Lillywhite		"Epidemiologist Tony Blakely says the five-month interval is ""bordering on unethical"" for older and vulnerable people who received AstraZeneca @TonyBlakely_PI #auspol #covid #omicron"	en	[{'screen_name': 'tonyblakely_pi', 'name': 'tony blakely', 'id': '1120225309599490048'}]	[]	[]	0	0	0	['auspol', 'covid', 'omicron']	[]	https://twitter.com/ColinLillywhite/status/1473134016911929345	False		0								[]				
1473133998469754885	1473133998469754885	2021-12-20 22:31:29 EST	2021-12-20	22:31:29	-0500	899818353706938368	monotypebug	ghost of corporate future		Para nada minimizando el impacto de la COVID y sus variantes, pero hagan de cuentas que el sarampión es como 3-4 veces más contagiosa que Omicron.  ¿Saben qué ha detenido que nos afecte a todos? Vacunación exitosa desde antes de la era de la globalización.  Piensen en eso.	es	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/monotypebug/status/1473133998469754885	False		0								[]				
1473133995747516420	1473133995747516420	2021-12-20 22:31:28 EST	2021-12-20	22:31:28	-0500	456823657	neetas11	Neeta Sharma		Omicron Surges From 3% To 73% Of All US Covid Cases Within 1 Week  https://t.co/LbpGNwXMrM	en	[]	['https://www.ndtv.com/world-news/omicron-surges-from-3-to-73-of-all-us-covid-cases-within-1-week-2662325']	[]	0	1	0	[]	[]	https://twitter.com/NEETAS11/status/1473133995747516420	False		0								[]				
1473133990920048640	1472966909863809032	2021-12-20 22:31:27 EST	2021-12-20	22:31:27	-0500	881915919781552128	markmcmpi	Mark		@seanhannity Am I correct in my recollection that we were led to believe that if we got vaccinated and boosted that we wouldn’t get COVID.  But now we find out that the majority of the new infections from Omicron are to those fully vaccinated and even boosted???	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/Markmcmpi/status/1473133990920048640	False		0								[{'screen_name': 'seanhannity', 'name': 'Sean Hannity', 'id': '41634520'}]				
1473133982720176136	1473133982720176136	2021-12-20 22:31:25 EST	2021-12-20	22:31:25	-0500	1251970655853195266	stpierrefrdric2	Frédéric St-Pierre		Rien à ajouter! Omicron: 3 vaccine doses are not enough to stop the new COVID variant, warns BioNTech CEO | Euronews  https://t.co/mMPQ4EldQU	fr	[]	['https://www.euronews.com/next/2021/12/20/omicron-3-vaccine-doses-are-not-enough-to-stop-the-new-covid-variant-warns-biontech-ceo']	[]	0	0	0	[]	[]	https://twitter.com/StPierreFrdric2/status/1473133982720176136	False		0								[]				
1473133969055092738	1473052318866284548	2021-12-20 22:31:22 EST	2021-12-20	22:31:22	-0500	1404368279590871041	martinoldnorma1	Martin not done yet		@mandycarx @tessyursine Because those that die of covid are old and near their time already ,this is becoming a joke . The old are jabbed to the hilt ,Omicron is a cold ,this crap has to stop	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/MartinOldNorma1/status/1473133969055092738	False		0								[{'screen_name': 'mandycarx', 'name': 'Mandime', 'id': '248253363'}, {'screen_name': 'tessyursine', 'name': 'Boadicea#KBF🏴\U000e0067\U000e0062\U000e0065\U000e006e\U000e0067\U000e007f🇬🇧🌸🙂🦁🦉🍸🍻', 'id': '1216910120065683456'}]				
1473133931142782978	1473083096358694913	2021-12-20 22:31:13 EST	2021-12-20	22:31:13	-0500	1251317505567621120	humansbeatcovid	CrushCovid		"@KimHyunseok_MD @DrEricDing C'mon Doc. Speaking about Omicron being ""milder"" is frowned upon here. Only bad news is welcome."	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/HumansBeatCovid/status/1473133931142782978	False		0								[{'screen_name': 'KimHyunseok_MD', 'name': 'Hyunseok Kim, MD, MPH', 'id': '626803682'}, {'screen_name': 'DrEricDing', 'name': 'Eric Feigl-Ding', 'id': '18831926'}]				
1473133913413685259	1473133913413685259	2021-12-20 22:31:09 EST	2021-12-20	22:31:09	-0500	73535503	naruruchan	🇮🇶⁩👩‍🎨🍵🐈 💉 💉		"Unvaccinated, was infected before, then got Omicron, and then died of Covid  Get vaccinated! Stop being an idiot just because we live in a world filled with memes. This is a reality. Omicron is not ""mild"" anymore!"	en	[]	[]	[]	0	0	1	[]	[]	https://twitter.com/naruruchan/status/1473133913413685259	False	https://twitter.com/DrEricDing/status/1473133185068371972	0								[]				
1473133903443480583	1473133903443480583	2021-12-20 22:31:06 EST	2021-12-20	22:31:06	-0500	1273344905499181056	killmikeymdc	I go by Michael these days		I've managed to avoid omicron because I've spent most of the month wearing Isildur's Bane and dwelling in the wraith-world. I'm covid-free but at what cost	en	[]	[]	[]	0	0	2	[]	[]	https://twitter.com/KillMikeyMDC/status/1473133903443480583	False		0								[]				
1473133898414522370	1473133898414522370	2021-12-20 22:31:05 EST	2021-12-20	22:31:05	-0500	283604227	andyvermaut	Andy Vermaut		Australia rules out COVID-19 lockdowns despite Omicron surge  https://t.co/gCKfR3qFkJ  https://t.co/LtSQXWSRmq	en	[]	['https://www.channelnewsasia.com/world/australia-covid-19-lockdown-rule-out-omicron-surge-2392741?utm_source=dlvr.it&utm_medium=twitter']	['https://pbs.twimg.com/media/FHGfeWLVUAEcE7Q.jpg']	0	0	0	[]	[]	https://twitter.com/AndyVermaut/status/1473133898414522370	False		1	https://pbs.twimg.com/media/FHGfeWLVUAEcE7Q.jpg							[]				
1473133890067783680	1473133890067783680	2021-12-20 22:31:03 EST	2021-12-20	22:31:03	-0500	38400130	channelnewsasia	CNA		Australia rules out COVID-19 lockdowns despite Omicron surge  https://t.co/r39EtAjlHm  https://t.co/ok54bd2Pw1	en	[]	['https://www.channelnewsasia.com/world/australia-covid-19-lockdown-rule-out-omicron-surge-2392741?utm_source=dlvr.it&utm_medium=twitter']	['https://pbs.twimg.com/media/FHGfd2dVQAEIPN5.jpg']	0	0	0	[]	[]	https://twitter.com/ChannelNewsAsia/status/1473133890067783680	False		1	https://pbs.twimg.com/media/FHGfd2dVQAEIPN5.jpg							[]				
1473133887379357698	1473133887379357698	2021-12-20 22:31:02 EST	2021-12-20	22:31:02	-0500	1416435855338606592	nowyoureadme1	Now You Read Me		Omicron is now dominant Covid-19 variant in US, officials say | Coronavirus  https://t.co/Y4mzN6aoAM	en	[]	['https://nowyoureadme.com/2021/12/21/omicron-is-now-dominant-covid-19-variant-in-us-officials-say-coronavirus/']	[]	0	0	0	[]	[]	https://twitter.com/NowYouReadMe1/status/1473133887379357698	False		0								[]				
1473133863853608960	1473120253374877697	2021-12-20 22:30:57 EST	2021-12-20	22:30:57	-0500	33279746	thevelvetdays	Jacklyn Grace Lacey- Throat Swabs 4 Omicron ASAP		@marybelousstein Well said. And also at this point I am starting to suspect that Mandy wanting to throw things at my door might not be related to COVID, Mary....	en	[]	[]	[]	2	0	0	[]	[]	https://twitter.com/TheVelvetDays/status/1473133863853608960	False		0								[{'screen_name': 'marybelousstein', 'name': 'mary belous stein', 'id': '1630787683'}]				
1473133861810880525	1473130920282660872	2021-12-20 22:30:56 EST	2021-12-20	22:30:56	-0500	998680363810590720	cameron97126006	Cameron Gillespie		@YorgoSarris I’m starting to wonder if Omicron is really Covid. Maybe it’s an undiscovered coronavirus that’s been endemic in humans for centuries. Just a theory.	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/Cameron97126006/status/1473133861810880525	False		0								[{'screen_name': 'YorgoSarris', 'name': 'Yorgo Sarris', 'id': '3158083023'}]				
1473133861097771008	1473133861097771008	2021-12-20 22:30:56 EST	2021-12-20	22:30:56	-0500	27378369	chinesepop	Laremie Tan		Omicron Covid-19 variant spreading and infecting the vaccinated: WHO  https://t.co/ZBq8RuU3qs	en	[]	['https://www.straitstimes.com/world/europe/omicron-covid-19-variant-spreading-and-infecting-the-vaccinated-who']	[]	0	0	0	[]	[]	https://twitter.com/Chinesepop/status/1473133861097771008	False		0								[]				
1473133859017428994	1473133850872008708	2021-12-20 22:30:56 EST	2021-12-20	22:30:56	-0500	1359277115242254336	covid_gugus	Gugus Covid		Vaksin untuk Anak sudah diuji melalui uji klinik. Prokes Cegah Omicron  https://t.co/WFwzuFuo93	in	[]	[]	['https://pbs.twimg.com/media/FHGfb0LVIAAlGIj.jpg']	0	0	0	[]	[]	https://twitter.com/covid_gugus/status/1473133859017428994	False		1	https://pbs.twimg.com/media/FHGfb0LVIAAlGIj.jpg							[]				
1473133850872008708	1473133850872008708	2021-12-20 22:30:54 EST	2021-12-20	22:30:54	-0500	1359277115242254336	covid_gugus	Gugus Covid		Teman Teman Jangan Takut Divaksin ya. Prokes Cegah Omicron  https://t.co/Z5e0ongaL0	in	[]	[]	['https://pbs.twimg.com/media/FHGfbWaUcAIuA9M.jpg']	1	0	0	[]	[]	https://twitter.com/covid_gugus/status/1473133850872008708	False		1	https://pbs.twimg.com/media/FHGfbWaUcAIuA9M.jpg							[]				
1473133840222732294	1473133834552053762	2021-12-20 22:30:51 EST	2021-12-20	22:30:51	-0500	1357010470754869255	alifjunianto89	Alif Junianto		Jelang Nataru, Satgas Covid-19 Sampaikan 5 Hal Penting untuk Cegah Peningkatan Kasus Prokes Cegah Omicron  https://t.co/TtapChaeR5	in	[]	['https://nasional.kompas.com/read/2021/12/15/21080921/jelang-nataru-satgas-covid-19-sampaikan-5-hal-penting-untuk-cegah?page=all']	[]	0	0	0	[]	[]	https://twitter.com/AlifJunianto89/status/1473133840222732294	False		0								[]				
1473133837437726725	1473133834552053762	2021-12-20 22:30:51 EST	2021-12-20	22:30:51	-0500	1357010470754869255	alifjunianto89	Alif Junianto		Langkah Taktis Indonesia Cegah Lonjakan Kasus Covid-19 Jelang Akhir Tahun Prokes Cegah Omicron  https://t.co/cfDzamjEJU	in	[]	['https://www.merdeka.com/trending/langkah-taktis-indonesia-cegah-lonjakan-kasus-covid-19-jelang-akhir-tahun.html']	[]	1	0	0	[]	[]	https://twitter.com/AlifJunianto89/status/1473133837437726725	False		0								[]				
1473133834552053762	1473133834552053762	2021-12-20 22:30:50 EST	2021-12-20	22:30:50	-0500	1357010470754869255	alifjunianto89	Alif Junianto		Cegah Penularan Covid-19 Saat Nataru, Pemda Diminta Optimalkan Peran Satgas Daerah Prokes Cegah Omicron  https://t.co/AIuO5muqad	in	[]	[]	['https://pbs.twimg.com/media/FHGfaNCVQAI3d8J.jpg']	1	0	0	[]	[]	https://twitter.com/AlifJunianto89/status/1473133834552053762	False		1	https://pbs.twimg.com/media/FHGfaNCVQAI3d8J.jpg							[]				
1473133820677279747	1473105190723088387	2021-12-20 22:30:47 EST	2021-12-20	22:30:47	-0500	1332494789577621505	caitnonnahs	Cait Shan		@wheelrobin @richardzussman Unless it’s the nurse who administers the test has COVID, its pretty risk free for these people sitting in their own vehicles. Thanksgiving was safe compared to this, people are afraid of omicron and they don’t want to miss a second Christmas with loved ones.	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/caitnonnahs/status/1473133820677279747	False		0								[{'screen_name': 'wheelrobin', 'name': 'robin', 'id': '1242102037547864069'}, {'screen_name': 'richardzussman', 'name': 'Richard Zussman', 'id': '19604599'}]				
1473133741249761283	1473133741249761283	2021-12-20 22:30:28 EST	2021-12-20	22:30:28	-0500	22237383	wordsleadmeon	Court 🐔🍷😷 (🏡596 for my 5yo nieces. 2xPfizer'd)		I know my family would be mad at me for saying this but genuinely want tomorrow's BC COVID presser to cancel Christmas. Seeing articles speculate about 400+ omicron cases a day by Christmas on Van Isle is terrifying. It's 7:28pm on the 20th. That's quite the sharp increase.	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/wordsleadmeon/status/1473133741249761283	False		0								[]				
1473133687210446849	1473103634099580929	2021-12-20 22:30:15 EST	2021-12-20	22:30:15	-0500	142093052	vermequisieras	ONEIVIR		@jaarreaza A CUIDARSE DE ESE COVID. MUCHO GENTE ALREDEDOR ES UN RIESGO.YO UTILIZARÍA VARIOS TAPABOCAS Y DESINFECTARIA LAS MANOS CONSTANTEMENTE. EL OMICRON ESTA EN COLOMBIA. NO CONFÍO EN ELLOS.	es	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/vermequisieras/status/1473133687210446849	False		0								[{'screen_name': 'jaarreaza', 'name': 'Jorge Arreaza M', 'id': '138212728'}]				
1473133682848370693	1473133682848370693	2021-12-20 22:30:14 EST	2021-12-20	22:30:14	-0500	808123143382593537	c_j_boyle	My Captain Kirk is better! Read me.		Omicron sweeps across nation, now 73% of new US COVID cases  https://t.co/JDI3HVTDz5 via @Yahoo	en	[{'screen_name': 'yahoo', 'name': 'yahoo', 'id': '19380829'}]	['https://news.yahoo.com/omicron-sweeps-across-nation-now-224124094.html?soc_src=social-sh&soc_trk=tw&tsrc=twtr']	[]	0	0	0	[]	[]	https://twitter.com/C_J_Boyle/status/1473133682848370693	False		0								[]				
1473133680449273864	1470876176445067266	2021-12-20 22:30:13 EST	2021-12-20	22:30:13	-0500	1226159491303059457	venutogreg	Greg Venuto		"@SelectGOP @Jim_Jordan @MartyMakary The death of a Texas man is his 50s is related to Omicron, Harris County Judge Lina Hidalgo announced. This is first known, confirmed Omicron-related death in US. According to release from HC Public Health, the man ""was unvaccinated"" and had been infected with COVID-19 previously"	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/VenutoGreg/status/1473133680449273864	False		0								[{'screen_name': 'SelectGOP', 'name': 'Select Committee Republicans', 'id': '1261286876142604288'}, {'screen_name': 'Jim_Jordan', 'name': 'Rep. Jim Jordan', 'id': '18166778'}, {'screen_name': 'MartyMakary', 'name': 'Marty Makary MD, MPH', 'id': '77486927'}]				
